,time,precision,rmse
0.01,9.045251846313477,0.40080795679558356,0.34724318851739433
0.02,17.878817081451416,0.40386851542522456,0.35185776222882503
0.03,26.963457107543945,0.41830543511132934,0.3655353650651434
0.04,35.57907295227051,0.4200978949155584,0.3663657721249287
