,time,precision,rmse
0.01,1048.6453099250793,0.8237787886746912,0.8237787886746912
0.02,1050.4140057563782,0.8594914579857055,0.8594914579857055
0.03,1057.0580699443817,0.8566288739956723,0.8566288739956723
0.04,1048.8463652133942,0.8672158954680443,0.8672158954680443
