,time,precision,rmse
0.01,1396.229914188385,0.8505389163089059,0.8505389163089059
0.02,1398.7095680236816,0.8705737251419933,0.8705737251419933
0.03,1407.1252920627594,0.8766608369635692,0.8766608369635692
0.04,1399.3020780086517,0.8809948411334138,0.8809948411334138
