,time,precision,rmse
0.01,0.358593225479126,0.39943692444774076,0.3460110461719435
0.02,0.6884427070617676,0.4093871231202473,0.3562162267075543
0.03,0.8977899551391602,0.4055971932318855,0.35300949888097344
0.04,1.2495110034942627,0.4176231056416753,0.36494983555477667
