,time,precision,rmse
0.01,0.5954380035400391,0.40978405611184543,0.3552368273330032
0.02,1.1084082126617432,0.41633840187251275,0.3604561856790665
0.03,1.6425180435180664,0.4099456002347353,0.3559876419550353
0.04,2.1820478439331055,0.42303173694999574,0.3699578283424584
