,time,precision,rmse
0.01,0.0927879810333252,0.44518121519897896,0.3653359355696199
0.02,0.13168883323669434,0.45020147570999997,0.3701481879375388
0.03,0.1897139549255371,0.45301174498398716,0.37317443777291126
0.04,0.24937891960144043,0.4625963345186159,0.3829866966387886
0.05,0.31226682662963867,0.47935275563237034,0.3982071180520165
