,time,precision,rmse
0.01,0.07179474830627441,0.44361264336217243,0.36334979792536426
0.02,0.08196401596069336,0.4489754008484021,0.36887877303507743
0.03,0.12132716178894043,0.4569761119794126,0.37753159096130445
0.04,0.15761494636535645,0.4616876654387776,0.3811302889705699
0.05,0.19430279731750488,0.4656217253832596,0.3866821154076956
