,time,precision,rmse
0.01,151.94133496284485,0.6242591395349784,0.6147787538620664
0.02,303.03535318374634,0.638615952606098,0.6288992341320307
0.03,455.9237377643585,0.6545254495706232,0.6443718968119887
0.04,629.6553461551666,0.6637984383121346,0.6540707632530306
