,time,precision,rmse
0.01,2.3132548332214355,0.6146223765520828,0.6052148669895208
0.02,4.657672882080078,0.6185230548816574,0.6091191580618333
0.03,6.37336802482605,0.6244503038121413,0.6148802007535923
0.04,8.73046588897705,0.625456722287692,0.6160816034053347
