,time,precision,rmse
0.01,198.538232088089,0.4105088377217265,0.31768820219925203
0.02,191.12445497512817,0.5069661186912042,0.38051418672479037
0.03,190.25411200523376,0.5684309463683068,0.42095171156000316
0.04,210.52959084510803,0.6266311772575129,0.4660488993855761
