,time,precision,rmse
0.01,0.004697084426879883,0.30197741667853956,0.232356618269759
0.02,0.002405881881713867,0.30197741667853956,0.232356618269759
0.03,0.0028297901153564453,0.30197741667853956,0.232356618269759
0.04,0.0023529529571533203,0.30197741667853956,0.232356618269759
