,time,precision,rmse
0.01,143.14882397651672,0.3781163349233748,0.2956720100778342
0.02,144.0940511226654,0.45997767260127,0.34632856022740394
0.03,143.27178645133972,0.5275234274149365,0.39355887699233894
0.04,144.3231008052826,0.564143192690034,0.42112848789170254
