,time,precision,rmse
0.01,0.34383106231689453,0.31140453416082875,0.24243774867376866
0.02,0.5324549674987793,0.31443348776209773,0.24412303003420285
0.03,0.72371506690979,0.3322333850151345,0.260006138733177
0.04,0.9364120960235596,0.34089860698674984,0.26841801582470615
