,time,precision,rmse
0.01,0.06534099578857422,0.30937326927253167,0.23934054371874086
0.02,0.06252002716064453,0.31106500927359615,0.2399963329454598
0.03,0.11339616775512695,0.3192727715768615,0.24939197670868907
0.04,0.12687110900878906,0.33020138780619346,0.25895561848470083
